NO,Àü¿ë¸éÀû(§³),¿ù¼¼±Ý(¸¸¿ø),Ãþ_2019,Ãþ_2020,Ãþ_2021,Ãþ_2022,Ãþ_2023,°ÇÃà³âµµ,X,Y,ÃÖÁ¾ Áý°ª(¸¸¿ø)
52264.73,17.07,30.17,1.5,1.5,1.5,1.5,1.5,2022.14,127.02,37.49,5845.79
76665.04,22.3,4.07,7.2,7.2,7.2,7.2,7.2,2009.3,127.03,37.57,6999.2
51988.46,9.71,133.93,3.45,3.45,3.45,3.45,3.45,2020.48,126.97,37.55,25155.7
28629.28,19.27,49.47,13,13,13,13,13,2010.32,126.96,37.54,6786.84
48112.81,31.38,63.87,9.05,9.05,9.05,9.05,9.05,1996.45,126.97,37.56,35446.6
45686.13,45.61,72.06,9.85,9.85,9.85,9.85,9.85,2010.03,126.99,37.5,27301.39
315.25,45.07,106.49,4.96,4.96,4.96,4.96,4.96,2012.31,126.83,37.61,22320.56
42975.71,14.41,113.41,12.49,12.49,12.49,12.49,12.49,2028.4,126.85,37.54,14906.63
53328.4,27.05,34.69,9.52,9.52,9.52,9.52,9.52,2010.62,126.9,37.5,18555.92
32725.19,46.25,125.9,4.04,4.04,4.04,4.04,4.04,1991.76,127.08,37.54,11103.29
36929.91,38.68,18.25,1.82,1.82,1.82,1.82,1.82,2006.99,126.95,37.54,11093.66
46945.06,10.97,58.72,9.66,9.66,9.66,9.66,9.66,2016.73,126.87,37.56,23811.95
46764.7,37.74,88.96,10.07,10.07,10.07,10.07,10.07,2026.36,126.94,37.52,34737.53
2367.4,19.97,85.64,5.67,5.67,5.67,5.67,5.67,2002.76,126.74,37.53,23389.15
19047.09,33.22,47.92,7.67,7.67,7.67,7.67,7.67,2001.72,127.02,37.56,19448.94
9938.05,28.07,64.65,4.06,4.06,4.06,4.06,4.06,2013.82,126.97,37.62,6021.21
60909.28,27.6,89.46,15.41,15.41,15.41,15.41,15.41,2011.74,126.94,37.53,34975.38
45851.55,7.38,9.92,3.42,3.42,3.42,3.42,3.42,2018.59,127.1,37.48,13729.26
5764.13,33.62,77,2.07,2.07,2.07,2.07,2.07,2015.71,127,37.59,19467.15
10222.33,22.77,64.76,2.45,2.45,2.45,2.45,2.45,2008.3,126.83,37.52,7724.54
59509.72,50.36,96.62,11.98,11.98,11.98,11.98,11.98,2006.44,126.79,37.55,22035.87
13676.25,34.04,76.11,1.01,1.01,1.01,1.01,1.01,2006.81,126.96,37.5,24418.95
31751.72,7.02,38.45,7.31,7.31,7.31,7.31,7.31,2024.79,126.79,37.54,1283.47
17387,57.58,88.8,10.36,10.36,10.36,10.36,10.36,2012.67,127,37.54,25938.57
27049.56,52.37,0.47,8.76,8.76,8.76,8.76,8.76,2022,126.94,37.48,27612.77
52204.75,25.36,122.33,3.05,3.05,3.05,3.05,3.05,2017.29,126.98,37.51,24325.88
22442.77,26.78,53.95,6.26,6.26,6.26,6.26,6.26,2016.56,127.17,37.63,28132.59
58489.04,53.73,69.53,2.31,2.31,2.31,2.31,2.31,2005.99,126.83,37.58,13402.92
52577.99,28.82,26.85,6.37,6.37,6.37,6.37,6.37,2014.3,126.95,37.51,15503.68
40166.25,37.63,28.48,14.23,14.23,14.23,14.23,14.23,2020.08,127.09,37.55,34536.83
39244.93,35.13,65.92,10.29,10.29,10.29,10.29,10.29,2014.88,127.06,37.54,18755.3
59379.09,67.64,49.92,16.42,16.42,16.42,16.42,16.42,2018.72,126.96,37.58,12561.78
40162.92,33.09,68.16,4.11,4.11,4.11,4.11,4.11,2015.73,126.93,37.52,31949.06
31610.9,39.3,123.85,2.09,2.09,2.09,2.09,2.09,2016.34,126.99,37.55,26302.25
2413.06,4.95,69.36,8.56,8.56,8.56,8.56,8.56,2013.46,126.94,37.54,46475.9
54995.98,56.27,3.66,6.19,6.19,6.19,6.19,6.19,2010.11,127.03,37.56,7364.2
40860.73,35.11,55.77,6.61,6.61,6.61,6.61,6.61,2004.67,126.84,37.56,9368.01
60228.67,34.65,53.57,4.19,4.19,4.19,4.19,4.19,2022.63,127.05,37.6,31720.13
17849.04,41.36,26.55,0.82,0.82,0.82,0.82,0.82,2013.5,126.94,37.52,3377.88
21010.79,14.32,30.32,7.07,7.07,7.07,7.07,7.07,2012.48,126.8,37.53,21862.94
42586.32,37.99,47.8,3.49,3.49,3.49,3.49,3.49,2002.18,127.16,37.58,9406.36
20767.1,32.32,37.77,11.04,11.04,11.04,11.04,11.04,2008.72,126.91,37.54,8650.49
42088.37,17.68,70.92,7.64,7.64,7.64,7.64,7.64,1998.17,126.87,37.51,18801.94
56576.55,52.87,25.88,8.88,8.88,8.88,8.88,8.88,2013.68,126.97,37.56,33230.49
24298.19,52.19,16.73,9.41,9.41,9.41,9.41,9.41,2012.69,126.86,37.52,24282.52
18767.99,26.48,8.6,5.22,5.22,5.22,5.22,5.22,2003.68,126.93,37.46,27765.48
15697.46,41.43,101.96,10.63,10.63,10.63,10.63,10.63,2013.22,126.86,37.55,33637.49
23226.48,61.17,47.8,2.45,2.45,2.45,2.45,2.45,2016.83,127.02,37.56,33390.55
41423.81,17.11,50.6,6.47,6.47,6.47,6.47,6.47,2020.84,127.03,37.52,33491.18
38580.88,47.4,30.73,8.03,8.03,8.03,8.03,8.03,2004.56,127.01,37.51,28608.27
68967.13,4.46,19.77,1.07,1.07,1.07,1.07,1.07,2015.85,126.99,37.49,15540.46
39826.01,28.44,35.77,9.71,9.71,9.71,9.71,9.71,2012.44,126.92,37.47,3506.37
52472.18,34.57,60.98,7,7,7,7,7,2015.91,127.03,37.49,27147.62
24546.93,31.11,1.55,6.63,6.63,6.63,6.63,6.63,2001.07,127.04,37.63,1658.29
10783.37,30.36,35.35,3.06,3.06,3.06,3.06,3.06,2015.22,126.72,37.51,31774.56
23471.02,64.7,35.76,6.77,6.77,6.77,6.77,6.77,2006.36,126.95,37.56,28151.57
4495.22,5.89,47.87,3.49,3.49,3.49,3.49,3.49,2003.61,126.83,37.49,11568.07
35361.13,46.16,10.08,3.66,3.66,3.66,3.66,3.66,2014.66,127.01,37.44,30375.79
46380.56,6,46.59,4.17,4.17,4.17,4.17,4.17,2008.97,127.13,37.61,27608.03
23222.43,5.82,73.08,9.71,9.71,9.71,9.71,9.71,2008.52,126.98,37.58,22870.39
46286.55,35.8,8.4,12.53,12.53,12.53,12.53,12.53,2006.63,126.91,37.48,37246.88
63186.37,49.49,46.62,0.87,0.87,0.87,0.87,0.87,2012.2,126.97,37.57,19018.88
66720.86,31.21,40.39,9.61,9.61,9.61,9.61,9.61,2014.98,127.04,37.46,21702.76
48962.7,24.72,53.27,10.17,10.17,10.17,10.17,10.17,2016.22,126.91,37.44,9458.67
30453.25,26.55,9.94,4.05,4.05,4.05,4.05,4.05,2002.66,127.04,37.51,22375.84
34366.28,19.63,37.9,6.95,6.95,6.95,6.95,6.95,2000.76,126.96,37.53,24685.76
48548.59,51.43,53.4,10.58,10.58,10.58,10.58,10.58,2017.97,126.98,37.52,22760.42
8260.48,23.06,65.44,0.9,0.9,0.9,0.9,0.9,2013.49,127.08,37.52,22612.62
53453.19,14.6,66.2,11.79,11.79,11.79,11.79,11.79,2011.62,126.99,37.5,32108.38
36926.79,63.8,37.05,3.61,3.61,3.61,3.61,3.61,2010.22,126.85,37.57,35157.61
19448,22.82,1.82,4.75,4.75,4.75,4.75,4.75,2007.89,127.04,37.56,26953.89
20629.76,16.78,12.11,7.93,7.93,7.93,7.93,7.93,2023.44,127.03,37.58,32570.36
81337.36,14.98,60.05,7.5,7.5,7.5,7.5,7.5,2016.3,126.91,37.59,12263.45
19779.02,30.35,94.82,7.53,7.53,7.53,7.53,7.53,2014.38,126.91,37.47,16200.83
16292.37,2.58,93.98,7.88,7.88,7.88,7.88,7.88,2023.81,127.04,37.54,20231.63
54531.08,31.74,48.45,6.26,6.26,6.26,6.26,6.26,2000.56,126.97,37.47,21073.92
41116.25,25.99,106.17,6.24,6.24,6.24,6.24,6.24,2012.6,127.07,37.43,10642.47
43195.14,33.09,49.2,3.14,3.14,3.14,3.14,3.14,2016.84,127.02,37.54,37538.46
57431.39,22.78,113.09,6.95,6.95,6.95,6.95,6.95,2019.31,126.77,37.55,14279.11
21816.15,27.18,60.25,7.69,7.69,7.69,7.69,7.69,2024.9,126.89,37.5,144.24
43086.56,8.44,115.69,7.03,7.03,7.03,7.03,7.03,2007.4,127.05,37.55,39627.06
43308.08,27.18,44.87,9.02,9.02,9.02,9.02,9.02,2015.37,126.95,37.57,14833.34
43633.95,39.08,26.75,9.17,9.17,9.17,9.17,9.17,2017.64,127.02,37.63,22367.83
8643.78,33.13,156.57,0.57,0.57,0.57,0.57,0.57,2032.69,127.07,37.53,24075.13
31855.35,31.84,52.62,2.76,2.76,2.76,2.76,2.76,2002.2,126.98,37.55,12697.3
43088.71,40.28,142.84,9.99,9.99,9.99,9.99,9.99,2004.79,126.87,37.61,24758.19
1718.86,27.53,83.62,6.08,6.08,6.08,6.08,6.08,2016.48,126.99,37.54,37500.27
60827.43,45.23,64.74,6.51,6.51,6.51,6.51,6.51,2009.34,127.03,37.47,16002.34
34556.45,27.64,8.52,12.44,12.44,12.44,12.44,12.44,2026.37,127.09,37.47,38947.8
58339.36,49.13,13.87,6.86,6.86,6.86,6.86,6.86,2007.08,126.94,37.6,9712.74
136.74,29.87,14.49,8.72,8.72,8.72,8.72,8.72,2026.65,126.88,37.51,16975.62
63265.03,24.66,19.25,7.85,7.85,7.85,7.85,7.85,2011.44,126.94,37.55,18108.42
19284.76,14.23,31.04,4.45,4.45,4.45,4.45,4.45,2012.41,127.11,37.55,24649.39
32585.34,40.11,28.91,9.04,9.04,9.04,9.04,9.04,2020.01,126.83,37.55,406.09
40292.62,34.08,53.59,7.81,7.81,7.81,7.81,7.81,2016.22,127.01,37.54,19008.44
47634.42,75.76,6.76,5.58,5.58,5.58,5.58,5.58,2012.14,126.88,37.51,24521.97
30425.78,66.68,30.07,4.28,4.28,4.28,4.28,4.28,2026.71,127.04,37.51,13001.26
59765.33,1.64,22.5,4.56,4.56,4.56,4.56,4.56,2010.93,127.16,37.56,15242.95
63424.63,16.8,30.65,9.76,9.76,9.76,9.76,9.76,2007.97,127.12,37.53,25496.51
35545.4,40.58,68.15,9.57,9.57,9.57,9.57,9.57,2013.33,126.89,37.54,31133.71
39435.8,22.86,27.93,4.3,4.3,4.3,4.3,4.3,2017.82,127.06,37.53,33289.37
27122.36,27.04,46.12,6.55,6.55,6.55,6.55,6.55,2006.62,126.81,37.58,14077.18
45160.3,14.6,64.9,5.87,5.87,5.87,5.87,5.87,2010.71,126.93,37.5,33242.31
66165.65,16.39,0.85,4.41,4.41,4.41,4.41,4.41,2003.82,126.98,37.48,15592.91
44902.59,44.11,76.05,5.14,5.14,5.14,5.14,5.14,1997.76,127.11,37.55,27196.07
42801.15,57.37,147.09,0.19,0.19,0.19,0.19,0.19,2029.63,127.14,37.57,29880.6
25081.24,60.67,49.48,5.61,5.61,5.61,5.61,5.61,2015.71,126.98,37.55,21418.73
29640.51,4.51,155.14,0,0,0,0,0,2006.89,127.02,37.56,229.79
20286.4,70.51,66.82,6.29,6.29,6.29,6.29,6.29,2011.99,127.02,37.55,42632.6
52508.83,29.49,86.72,5.06,5.06,5.06,5.06,5.06,2013.01,127.01,37.56,28250.24
17593.47,53.05,61.38,7.36,7.36,7.36,7.36,7.36,2013.25,126.99,37.59,30540.58
37676.64,29.12,30.87,7.57,7.57,7.57,7.57,7.57,2018.56,126.93,37.51,30318.85
21370.56,43.97,6.08,10.19,10.19,10.19,10.19,10.19,2007.14,127.12,37.52,24385.5
76413.64,59.46,28.95,6.21,6.21,6.21,6.21,6.21,2007.48,127.06,37.61,11100.58
32613.09,46.64,22.98,8.32,8.32,8.32,8.32,8.32,2000.29,126.87,37.56,22171.11
53642.45,42.84,115.35,0.99,0.99,0.99,0.99,0.99,2016.07,127,37.57,1366.24
17387.4,53.75,9.01,8.46,8.46,8.46,8.46,8.46,2012.27,126.76,37.5,41072.14
38260.39,5.31,89.72,9.03,9.03,9.03,9.03,9.03,2014.79,126.95,37.49,13191.66
19523.42,28.5,27.79,9.13,9.13,9.13,9.13,9.13,2003.97,127.13,37.48,25234.17
20099.07,39.82,19.31,8.41,8.41,8.41,8.41,8.41,2018.81,127.05,37.54,32898.01
43077.41,30.32,60.97,7.28,7.28,7.28,7.28,7.28,2022.51,126.88,37.57,20754.5
28248.04,31.42,1.4,4.86,4.86,4.86,4.86,4.86,2002.36,126.97,37.63,14220.96
43727.05,33.2,30.08,4.35,4.35,4.35,4.35,4.35,2013.44,126.9,37.55,29265.9
18806.43,25.18,98.5,11.42,11.42,11.42,11.42,11.42,2004.95,126.84,37.48,51408.35
19265.79,11.66,89.68,0.35,0.35,0.35,0.35,0.35,2003.96,126.98,37.52,35976.76
1165.55,36.07,57.36,8.64,8.64,8.64,8.64,8.64,2025.73,126.99,37.57,24216.47
57124.22,28.74,89.24,5.73,5.73,5.73,5.73,5.73,2011.34,127.08,37.52,29201.46
13148.66,33.49,9.89,5.67,5.67,5.67,5.67,5.67,2006.28,126.98,37.5,29440.8
8284.58,19.78,36.44,9.58,9.58,9.58,9.58,9.58,2031.02,127.1,37.61,25150.78
27924.57,20.28,83.09,4.88,4.88,4.88,4.88,4.88,2009.99,126.87,37.47,45330.57
23591.09,37.41,23.92,9.36,9.36,9.36,9.36,9.36,2002.74,126.96,37.5,34474.85
45840.65,14.66,1.4,3.7,3.7,3.7,3.7,3.7,2015.34,126.94,37.58,32982.03
31838.36,37.33,30.46,1.47,1.47,1.47,1.47,1.47,2014.26,126.9,37.54,36799.21
31215.36,38.87,9.73,10.85,10.85,10.85,10.85,10.85,2003.53,126.94,37.59,27264.64
81318,11.97,43.8,9.06,9.06,9.06,9.06,9.06,2012.3,126.89,37.55,21573.89
13610.51,43.74,106.07,4.69,4.69,4.69,4.69,4.69,2011.13,126.93,37.5,16541.93
21870.44,44.03,50.24,1.39,1.39,1.39,1.39,1.39,2017.16,126.92,37.56,21284.33
26566.2,31.62,161.78,5.57,5.57,5.57,5.57,5.57,2002.17,126.93,37.5,24371.59
60944.82,54.62,98.5,7.23,7.23,7.23,7.23,7.23,2008.42,127.11,37.52,14053.63
46205.25,25.56,44.92,7.79,7.79,7.79,7.79,7.79,2015.57,126.84,37.56,40570.75
49300.91,25.56,136.7,7.72,7.72,7.72,7.72,7.72,2005.91,127.05,37.53,42308.97
68836.25,46.78,20.02,16.09,16.09,16.09,16.09,16.09,2023.34,127.01,37.52,29905.62
94294.78,10.22,107.39,6.56,6.56,6.56,6.56,6.56,2020.3,126.92,37.49,8753.87
52180.74,43.36,26.11,8.63,8.63,8.63,8.63,8.63,2008.81,127.09,37.4,20172.94
51572.07,30.13,60.08,7.99,7.99,7.99,7.99,7.99,2009.36,126.94,37.52,23004.5
10574.02,11.32,74.45,8.79,8.79,8.79,8.79,8.79,2011.65,126.98,37.54,19695.39
31217.47,6.58,72.4,4.27,4.27,4.27,4.27,4.27,2015.83,126.9,37.53,20432.42
7146.33,38.51,35.11,10.88,10.88,10.88,10.88,10.88,2018.71,127.08,37.47,7709.01
20243.38,15.13,42.35,3.92,3.92,3.92,3.92,3.92,2018.15,126.99,37.52,21966.41
5476.65,65.22,53.76,8.51,8.51,8.51,8.51,8.51,2012.97,126.8,37.58,5632.2
59841.68,50.35,33.7,4.75,4.75,4.75,4.75,4.75,2022.48,126.99,37.54,7160.48
44253.48,43.95,13.93,3.3,3.3,3.3,3.3,3.3,2021.81,127.07,37.6,11923.29
13777.11,41.91,66.21,9.54,9.54,9.54,9.54,9.54,2016.61,126.92,37.51,1214.41
15134.48,24.4,51.54,10.31,10.31,10.31,10.31,10.31,2016.53,126.96,37.56,19720.79
42558.75,22.11,92.42,1.45,1.45,1.45,1.45,1.45,2027.05,127.02,37.66,29768.44
45795.66,18.85,15.65,5.16,5.16,5.16,5.16,5.16,2002.04,127.01,37.48,4248.13
31635.21,26.85,40,4.81,4.81,4.81,4.81,4.81,2011.82,127.06,37.51,22015.74
51228.24,10.31,6.03,4.07,4.07,4.07,4.07,4.07,2019.02,126.9,37.53,17328.52
51910.25,9.4,35.89,8.87,8.87,8.87,8.87,8.87,2020.74,126.91,37.51,7076.37
40025.82,25.84,34.32,14.68,14.68,14.68,14.68,14.68,2006.93,126.89,37.59,20483.09
78800.06,15.86,100.42,5.23,5.23,5.23,5.23,5.23,2006.56,127.13,37.5,24446.22
40893.56,16.2,102.93,6,6,6,6,6,2009.73,126.82,37.48,47253.01
33847.64,73.02,16.28,12.76,12.76,12.76,12.76,12.76,1999.69,126.93,37.44,8211.32
73685.09,42.13,30.52,6.97,6.97,6.97,6.97,6.97,2014.58,127.01,37.53,7603.12
23532.93,19.83,75.64,0.12,0.12,0.12,0.12,0.12,2011.76,127.08,37.57,40766.24
32851.47,42.3,4.29,2.65,2.65,2.65,2.65,2.65,2015.75,127,37.52,35938.77
45869.15,15.78,35.1,5.79,5.79,5.79,5.79,5.79,2015.28,126.95,37.52,14134.65
48318.98,45.67,25.31,7.63,7.63,7.63,7.63,7.63,2001.79,126.9,37.53,39095.46
29344.72,36.46,77.44,15.7,15.7,15.7,15.7,15.7,2012.75,127.04,37.55,13813.78
44210.1,50.04,0.62,3.32,3.32,3.32,3.32,3.32,2002.6,127,37.49,44870.93
39184.67,30.04,47.15,9.33,9.33,9.33,9.33,9.33,2002.53,127.04,37.56,27045.69
11727.77,35.8,21.53,0.68,0.68,0.68,0.68,0.68,2021.13,127.04,37.61,32725.74
47381.74,30.42,21.45,15.25,15.25,15.25,15.25,15.25,2011.37,127.09,37.52,26376.5
33963.05,41.17,40.83,0.69,0.69,0.69,0.69,0.69,2019.03,127.1,37.47,15813.14
36510.84,15.25,70.93,1.36,1.36,1.36,1.36,1.36,2015.8,127.11,37.49,19764.89
32020.2,3.38,59.13,13.39,13.39,13.39,13.39,13.39,2019.28,126.94,37.53,24473.17
31469.42,24.76,57.37,13.16,13.16,13.16,13.16,13.16,2009.68,127.04,37.54,12121.82
24765.73,22.66,134.4,5.72,5.72,5.72,5.72,5.72,2002.65,126.88,37.56,30249.01
31473.62,50.44,95.38,7.77,7.77,7.77,7.77,7.77,2013.05,127.06,37.56,18847.54
47178.92,28.39,84.56,2.04,2.04,2.04,2.04,2.04,2022.55,126.91,37.45,36710.88
11843.25,11.58,51.59,5.35,5.35,5.35,5.35,5.35,2015.37,127.03,37.46,15790.2
46601.29,67.69,81.24,9.08,9.08,9.08,9.08,9.08,2012.29,126.95,37.54,32035.79
50788.47,19.51,43.1,5.39,5.39,5.39,5.39,5.39,2015.82,126.9,37.49,21964.67
65379.47,36.68,24.89,0.05,0.05,0.05,0.05,0.05,2012.62,126.77,37.51,27220.32
2853.62,37.01,56.18,7.53,7.53,7.53,7.53,7.53,2020.38,126.92,37.46,36328.95
23710.35,28,9.38,5.52,5.52,5.52,5.52,5.52,2018.39,127.04,37.52,7181.07
48690.88,8.46,48.62,0.91,0.91,0.91,0.91,0.91,2008.13,127.02,37.59,8298.16
34342.05,7.33,6.82,5.14,5.14,5.14,5.14,5.14,2014.33,126.94,37.49,39623.87
48056.83,27.73,29.91,11.15,11.15,11.15,11.15,11.15,2016.97,126.8,37.51,7326.5
54798.71,44.62,73.32,11.09,11.09,11.09,11.09,11.09,2019.65,127.01,37.63,31888.12
18772.75,22.41,61.35,11.63,11.63,11.63,11.63,11.63,1998.95,127.06,37.5,29343.65
29976.15,55.26,2.14,8.09,8.09,8.09,8.09,8.09,2019.06,126.98,37.5,20364.84
34554.78,43.36,11.21,4.19,4.19,4.19,4.19,4.19,2005.91,126.97,37.57,23914.15
80542.87,53.65,14.72,14.68,14.68,14.68,14.68,14.68,2009.03,126.83,37.61,39664.21
26586.28,50.92,10.23,8.61,8.61,8.61,8.61,8.61,2013.44,127.07,37.63,10339.04
397.01,41.25,43.32,7.56,7.56,7.56,7.56,7.56,2013.24,126.99,37.56,26268.25
51623.67,58.41,22.17,10.37,10.37,10.37,10.37,10.37,2008.54,127,37.58,17498.83
32898.76,62.35,154.32,9.36,9.36,9.36,9.36,9.36,2015.2,127.15,37.52,7423.39
28847.87,4.95,26.8,8.14,8.14,8.14,8.14,8.14,2011.47,126.96,37.48,37475.07
58759.97,22.59,23.63,5.37,5.37,5.37,5.37,5.37,2013.44,126.88,37.56,33082.49
30455.4,45.93,30.92,16.21,16.21,16.21,16.21,16.21,2006.44,126.91,37.53,4565.8
22298.65,26.17,17.21,6.82,6.82,6.82,6.82,6.82,2016.04,126.9,37.56,23988.79
14331.51,33.23,56.46,6.13,6.13,6.13,6.13,6.13,2005.65,127.05,37.52,3521.77
48816.52,32.59,29.12,8.51,8.51,8.51,8.51,8.51,2001.11,127.08,37.52,13853.34
26705.22,17.25,104.83,6.65,6.65,6.65,6.65,6.65,2014.08,126.89,37.51,1675.93
14263.16,37.42,33.61,7.78,7.78,7.78,7.78,7.78,2010.02,126.85,37.49,27213.45
41860.89,28.94,30.73,4.62,4.62,4.62,4.62,4.62,2001.01,127.07,37.59,43164.8
60815.79,63.66,30.91,5.27,5.27,5.27,5.27,5.27,2002.91,127.03,37.53,25985.35
10909.22,36.46,6.41,2.71,2.71,2.71,2.71,2.71,2015,126.98,37.56,19432.67
4088.62,17.21,83.8,5.24,5.24,5.24,5.24,5.24,2011.31,126.9,37.47,26083.88
49525.4,23.83,35.04,1.42,1.42,1.42,1.42,1.42,2009.23,126.97,37.49,23940.18
9271.32,18.6,46.32,11.79,11.79,11.79,11.79,11.79,2024.27,126.98,37.56,11978.44
42655.6,64.19,12.95,9.04,9.04,9.04,9.04,9.04,2015.59,126.98,37.6,26322.01
25317.79,48.27,3.33,8.75,8.75,8.75,8.75,8.75,2004.31,127.09,37.53,31128.43
28230.21,30.24,25.13,15.91,15.91,15.91,15.91,15.91,2000.91,126.92,37.58,10380.1
31813.48,26.21,40.5,0.99,0.99,0.99,0.99,0.99,2009.67,127.02,37.56,29550.48
18611.96,27.13,50.41,2.87,2.87,2.87,2.87,2.87,2013.3,127.02,37.52,26411.31
8429.78,50.59,27.8,11.9,11.9,11.9,11.9,11.9,2010.58,126.98,37.53,22949.66
12776.49,39.44,144.46,7.18,7.18,7.18,7.18,7.18,2012.9,127.01,37.54,7321.32
28841.94,32.59,34.32,4.73,4.73,4.73,4.73,4.73,2016.04,126.94,37.47,25331.38
30694.73,44.96,58.46,13.34,13.34,13.34,13.34,13.34,2008.89,127.06,37.56,22263.21
43807.38,36.57,13.46,3.64,3.64,3.64,3.64,3.64,2001.23,126.97,37.56,9499.77
50155.38,24.78,111.97,15.86,15.86,15.86,15.86,15.86,2012.66,127.06,37.57,37370.22
63927.5,33.11,35.3,5.55,5.55,5.55,5.55,5.55,2013.4,126.96,37.57,50933.7
46465.65,54.37,37.21,3.69,3.69,3.69,3.69,3.69,2005.99,126.89,37.5,14131.43
20085.91,20.28,10.4,6.13,6.13,6.13,6.13,6.13,2000.37,126.99,37.51,14595.69
12727.21,26.03,35,12.25,12.25,12.25,12.25,12.25,2013.23,126.88,37.55,12452.25
1437.07,33.85,7.49,6.71,6.71,6.71,6.71,6.71,2021.05,127.01,37.53,21338.18
22622.21,28.07,49.49,6.56,6.56,6.56,6.56,6.56,2022.91,126.86,37.62,11746.73
19066.71,22.9,9.35,10,10,10,10,10,1999.08,127.03,37.48,20541.7
52771.05,17.73,54.58,8.08,8.08,8.08,8.08,8.08,2012.37,126.82,37.53,16178.96
41441.48,29.85,1.45,3.25,3.25,3.25,3.25,3.25,2011.59,126.84,37.49,17627.99
53920,52.88,3.35,4.71,4.71,4.71,4.71,4.71,2009.24,127,37.53,26850.04
28005.52,74.42,101.27,11.59,11.59,11.59,11.59,11.59,2004.4,126.87,37.58,25051.26
16511.79,64.33,40.5,6,6,6,6,6,2012.58,126.9,37.49,13427.09
24866.2,50.39,25.4,14.91,14.91,14.91,14.91,14.91,2016.86,127.06,37.58,9372.23
39495.83,9.58,13.82,10.82,10.82,10.82,10.82,10.82,2018.98,126.97,37.55,12998.8
49120.13,68.49,29.98,10.28,10.28,10.28,10.28,10.28,2015.11,127.21,37.48,32811.66
28647.58,84.79,26.15,7.66,7.66,7.66,7.66,7.66,2017.34,127.11,37.46,40868.4
33206.25,35.73,9.08,6.76,6.76,6.76,6.76,6.76,2005.66,127.13,37.52,17928.25
69029.72,20.32,16.04,12.85,12.85,12.85,12.85,12.85,2026.75,126.89,37.58,23829.35
63058.58,18.9,49.12,7.46,7.46,7.46,7.46,7.46,1997.68,126.8,37.47,13126.46
8041.77,39.47,25.79,14.06,14.06,14.06,14.06,14.06,2008.48,126.97,37.55,6855.43
19819.84,22.98,103.41,1.7,1.7,1.7,1.7,1.7,1997.4,127.03,37.57,17439.09
43701.86,42.74,42.15,5.16,5.16,5.16,5.16,5.16,2010.72,127.09,37.51,17073.07
69106.16,51.06,36.51,9.98,9.98,9.98,9.98,9.98,2014.85,127.05,37.62,21585.45
37055.88,39.88,16.6,3.88,3.88,3.88,3.88,3.88,2011.03,127.01,37.55,33895.76
21402.47,38.06,52.67,6.37,6.37,6.37,6.37,6.37,2026.13,126.88,37.5,24744.35
48703.79,39.38,50.31,4.45,4.45,4.45,4.45,4.45,2026.46,126.94,37.56,13055.79
33621.24,88.71,30.15,5.84,5.84,5.84,5.84,5.84,2013.07,127,37.51,12112.46
12978.74,17.91,153.09,3.15,3.15,3.15,3.15,3.15,2018.36,126.88,37.51,27956.08
33519.91,30.06,42.14,10,10,10,10,10,2016.48,127.03,37.49,20100.04
1839.16,12.85,35.98,1.42,1.42,1.42,1.42,1.42,2015.97,126.98,37.56,16702.12
26330.72,25.31,24.42,8.24,8.24,8.24,8.24,8.24,2013.14,126.77,37.59,5777.27
15902.47,30.84,51.82,0.3,0.3,0.3,0.3,0.3,2015.92,126.93,37.58,23205.74
55232.85,5.03,26.76,4.12,4.12,4.12,4.12,4.12,2014.52,127.07,37.48,2729.14
31149.19,39.51,25.63,12.52,12.52,12.52,12.52,12.52,2007.16,126.83,37.53,1202.05
29499.98,3.28,50.82,2.01,2.01,2.01,2.01,2.01,2016.63,126.97,37.44,19425.69
62901.66,14.13,22.27,5.94,5.94,5.94,5.94,5.94,2006.59,127.07,37.58,14443.23
25917.04,65.49,29.87,4.81,4.81,4.81,4.81,4.81,2004.96,127.02,37.55,14067.28
31487.57,31.25,4.63,4.89,4.89,4.89,4.89,4.89,2007.63,127.14,37.56,13524.72
27920.3,18.96,3.47,6.59,6.59,6.59,6.59,6.59,2009.44,127.11,37.56,32802.94
68329.16,2.44,50.2,1.42,1.42,1.42,1.42,1.42,2018.62,127.09,37.52,22369.52
49388.62,27.88,39.78,8.97,8.97,8.97,8.97,8.97,2026.73,126.97,37.56,23635.78
52084.42,97.52,97.28,3.82,3.82,3.82,3.82,3.82,2006.08,127.08,37.5,27420.11
30870.99,32.57,62.68,9.4,9.4,9.4,9.4,9.4,2010.13,126.88,37.5,23799.69
28835.83,18.59,76.21,2.96,2.96,2.96,2.96,2.96,2022.52,127.09,37.54,16826.68
61869.53,43.83,66.02,7.27,7.27,7.27,7.27,7.27,2012.56,127.12,37.57,5522.09
38121.22,18.56,5.83,6.56,6.56,6.56,6.56,6.56,2006.95,127.03,37.58,22990.02
36115.01,11.84,20.7,3.83,3.83,3.83,3.83,3.83,2009.06,127.03,37.58,896.58
21502.82,35.22,81.84,8.72,8.72,8.72,8.72,8.72,2013.51,126.83,37.58,25966.19
43025.06,61.27,131.43,6.3,6.3,6.3,6.3,6.3,2011.06,127.1,37.53,24031.01
33181.34,4.22,37.62,10.44,10.44,10.44,10.44,10.44,2009.65,127.03,37.49,25078.79
23386.47,13.41,9.63,4.31,4.31,4.31,4.31,4.31,2023.82,127.04,37.5,42786.77
